text,label
हैन तपाईंको तर्क के छ आज भोलि mcc को पहिले सिधा कुरा जनता संग हुदा धेरै कराउँदै हुन्नथ्यो आज भोलि कतै एक शब्द आउदैन किन ? रबि सर तपाईंको कामलाई सलाम छ ! तर mcc को कुरा उठाउनु  होला,0
बाहुनै किन चाहियो आमा नेपाली भए पछी आमाको नेपाली नागरिकता पनि छ भने किन उहाँको सन्तानले नागरिकता पाउदैन ???,0
तपाईंको बाबा कुन पार्टीमा आबद्ध हुनुहुन्छ बहीनी यो पत्ता लगाउनोस् तपाईंको नागरिकत्ता बनाउने एउटा उपाय यो पनि छ।,0
एक घण्टा भैसक्यो कुरेको नहेरी पनि बस्न सक्दिन  अलि छिटो हाल्नु पर्यो के रबि दाई 🤔,0
जय होस hold टिम लाई❤️❤️🙏🙏🇳🇵🇳🇵,0
"रबि दाइ नमस्कार 🙏🙏 हजुर को बारेमा ,,यो अभियन्ता,, समाजसेवी ,,भनिने,,हेम थापा ले हजुर को ,, कार्य शैलि प्रति ,, धेरै नकरात्मक टिप्पणी गरेका छन्,, यस्को बास्तबिकता के हो,,, रबि म सँग टेबल टक , वहस गर्न डराएको छन् भन्छ,,,यो बिषयमा,, केही, बोल्नुस्,🙏🙏🙏🙏♥️",0
आमा छ भने नागरिकता दीनु पर्छ यो सरकार को गल्ती छ,0
आफ्नो छोरीलाई नागरिकता नदिने नेता के देश बनाउनला यस्ता राछेस लाई जिउदैँ जलाइउनू प्रछ,0
कृपया  रबि दाई  श्रीप्रसाद्को  photo उपलब्ध  गराउन पार्‍यो  🔪🔪,0
जनताको पिर मर्का बुज्ने समाधान गर्ने कारिक्रमलाई सलाम धन्यवाद ! ।🙏🙏🙏👍️👍️♥️♥️,0
रबी दाई को सीधा कुरा नहेरे सम्म निद्रा नै  नलाग्ने को को हुनुहुन्छ??❤️,0
हेम थापाले सारै गरेकाे छ एक पटक टेबल टक गर्नु पर्ने भयाे रबि जि,0
अति नै मन छुने जिवन को यथार्त चित्रण। उहाँहरुको अधिकार लाइ सुनिचित गरौ। सरकार।,0
"आमाको नामबाट पनि नागरिकता दिन मिल्छ भन्छन त , कस्तो कानुन हो नेपालको !",0
ठिक हो प्रचण्डले ५ हजार मात्रैको जिम्मेवारी लिएर हुदैन पुरै १७ हजारको जिम्मा लिनुपर्छ ✊✊,0
आफ्नै देशको नागरिकले नगरिकता न पाउदा सार्है दुख लागेको छ । सबैको ध्यानाकर्षण भै तु नागरिकता उपलब्ध गराई दिन सहयोग गरौ।👍️👍️👍️🙏🙏,0
पहिलो कमेन्ट गर्नेमा परे आज ❤️🙏,0
नेता भने पछि कट्टु मुत्ने थुक्क नेपालको सिस्टम 😡😡😡 कहाँ छ त्यो मुजी पापी कथालो समाएर घिसार्दै कानुनी कटघारा मा उभ्याउनु पर्छ 😡😡😡,0
म येक रास्ट्रसेवक नाताले रबि दाइ माथी उच्च सम्मान तर रबि सर नेपाल पुलिसको बर्दी लगाको दस बर्ष भैसको पोइसा बचत हुन्न परिवार धान्न गारो हुन्छ यो बिसय उठाउनु होस्न जयेनेपाल,0
अबिन्ता लाई नागरिता दिनु सरकारको दायित्व हो।आज सम्म सरकारले यो कुरा थाहा पायको थियन भने यहि समाचार लाई आधार मानेर तुरुन्त नागरिकता दिइयोस।।।,0
दमदार प्रस्तुति रबि सर नमन छ्🙏🙏🙏🙏❤️❤️❤️❤️❤️🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,0
दाजी हेम थापा भन्ने मानिसले तथानाम भन्दै हिड्दै छ त ? कुरा के हो ।,0
वा नेपाल सरकार भारतिय नागरिक लाई भए त दिन्थो होला त आफ्नै नेपाली नागरिक लाई नागरिक्ता दिन के हेरेर बसेको छ,0
अबिन्ता राउत विषयक कार्यक्रम ले म पनि रोय उहाँ जस्तै धेरै नागरिक ले देसमा न्याय पाउनुपर्छ ।,0
रभी सर एक पटक हजुरको मित्र-दाजु हेम थापाले तपाईलाई लगाएको आरोप के हो पुस्टि पार्नुहोला प्लीज।।,0
रबि सर यो काम हजुरले मात्र गर्न सक्नु हुन्छ,0
अविन्नता ले परिचयपत्र पाउन पर्छ,0
"नमस्ते 🙏 रवि दाइ लगाएत सम्पूर्ण galaxy 4k परिवार लाइ मेरो घर कपिलवस्तु जिल्ला शिवराज नगरपालिका १,मा पर्छ त्यस नगरपालिका मा रहेको मालपोत कार्यालयमा पनि एक पटक जानु पर्यो galaxy टिम  हालत त्यस्तै छ",0
निकै नराम्रो लाग्यो नागरिता अहिले सम्म नपाउँदा।,0
"दुनिया ईन्डियनहरुलाई चेइ केइ नबोली नागरिकता दिदा मिल्छ , अनि एउटि नेपाली चेलीलाई चेइ नागरिकता दिनु किन मरेको हाम्रो खाते सरकार??????😡😡😡😡",0
आमाको नाम मा पाउने भन्छ नागरिकता दिदैन लाग्छ यो देशमा पावर वालाको मात्र जे नि हुन्छ नागरिकता पाउनु पर्छ सम्बन्धित निकायको ध्यानाकर्षण होस,0
"लौ सुरु गरियो अब दुबई बाट , सुरुको १ मिनेट र अन्तिम को १ मिनेट त म्युजिक बजेर नै सकिन्छ ,यसलाई सुधार गर्नु पर्यो साथै समय पनि केही बढाउनु पर्यो ....",0
👈धेरै नै राम्रो छ प्रस्तुती रवि लामिछाने सर 👌,0
दुख लाग्यो।,0
सत्य र उपयोगी योग्री कार्यक्रम 😍😍 सिधा कुरा,0
सरकार पिडित लाई न्याय दे🙏🙏,0
रबि सर र टिम लाई नमन,0
न्याय पाउन नेपालि जनता यसरि कहिलेसम्म मिडियामा धाउने? हामीले न्याय पाउन अब कुन व्यवस्था र राजनिती नेपालमा आउनुपर्ने हो??,0
यो कार्यक्रम नहेरी नीद पनी लाग्दीन सम्पुणमा 🙏🙏🙏🙏 रबी सर हाम्रो पाल्पा जील्लाको तीनाऊ 1 गाऊ पालीका मा पनी हेर्नु पर्यो हर सबैमा लापर बाई भयको छ पील्ज 🙏10औला जोडि जसरी भयनी रिपट देख्न पाम,0
रवि दाईको नाकको दारी भाच्ने डाइलोक क_?कसलाई मन पर्छ...?,0
जय नेपाल रवि दाई🇳🇵🇳🇵🇳🇵,0
अगाडिको प्रस्तुति राम्रो लग्यो ।,0
आमाको नाम बाट नागरिकत्ता पाउनै पर्छ?,0
"आमाको नामबाट नागरिकता प्राप्त हुन्छ, भन्ने कानुन खै त?",0
जन्मदर्ता तेह्रथुम भए वैनीले नि फेक डकुमेन्ट वनायेछन,0
त्यसैले कुरा गजुरीयल छ रवि जि,0
अलि पहिला रियल केहो त्याो बुझन जरुरी छ की .........,0
कार्यक्रम  सुरु गर्नु पहिले को धुन ले नि मन नेपाली  को छुन्छ। रबि सर सदैब सिधा जन्ता को ढुकढुकी हो,0
सम्पत्ति दिनु पर्छ भनेर भग्यो  !कानुनी दायरामा शिघ्र ल्याइयोस ।,0
प्रचण्ड नसुध्र ने हो भनेअब  उत्तानो पर्छ,0
किनभने जन्ताले चिने अब ।,0
मेरो देश मेरो देशको कानुन अनि नेताहरु खै के भनु के । सम्झिदानी दुख लाग्छ,0
रुन हुदैन है लडनु पर्छ एकदिन न्याय पायिनछ र अर्को कुरा राजनीति गरेकोछु भन्दैमा धाक धम्कि देखाउनेलाई म को मा आए हुनछ बाकी हेरौला.....,0
अभियन्ता राउतका पितालाई कडा भन्दा कडा सजाय दिएर अभियन्ता राउतलाई यथाशीघ्र नागरिकताको प्रमाणपत्र दिनु पर्यो सरकार ।,0
हिजो भन्दा आज कडा दम्दार छ है🇳🇵🙏🙏💛,0
"तुरुन्त डि एन ए चेक गराएर पिडीत नानीलाई यथाशिघ्र नागरिकता दिलाउनु पर्दछ, यसमा रवि सरले पहल गरिदिनु हुन्छ भन्ने आशा लिएकाछौ।",0
यो तन्त्र नै लुटतन्त्र भयो। यस्लाइ समाधानको लागि तन्त्रको खोजी गर्न पर्छ। सम्झायर सम्झने जस्तो तन्त्र देखियना।,0
ए सरकार अविन्ता राउत बैनी लाई नागरिकता दे भारतीय नागरिकलाई कौडिको भाउमा नागरिकता  बिक्री गर्न बाट रोक अविन्ता जस्ता हजारौं नेपाली नारिलाई नागरिकता दिन सहज बनाईदेउ,0
नेपाल मा सबै बाबा 100% राम्रो भन्नु सकिदैन 5%नराम्रो पनि हुन सक्छन्।जय होस बाबा।🇳🇵🇳🇵🙏❤️,0
हैट सारै मनदुखीबनायो योकथालेत ऑसुझरेको थाईपाएनछु 😢😢😢😢,0
नमस्कार रबि सर हरजुर लगायत  सम्पूर्ण  टिमलाई धेरै  धेरै  धन्यवाद छ । हामी सबै को सादा रबि सर हुनुहुन्छ 🙏🙏🙏🌺🌺🌺🌺,0
दमकमा भएको सर्करी कार्यलयाहरूमा पनि स्टिन अपरेसन गनु पर्यो रबि जी,0
सिधा कुरा पत्रकारिता मात्र होइन एउटा निष्पक्ष न्यायपालिकाको अब्बल चिनारि पनि हो।,0
भएको नागरिता सबै ईण्डियन लाई दि सक्यो तर नेपालमै जन्मिएका नेपालिलाई नागरिकता पाउन यति गार्हो छ।आखिर किन????😏,0
अभियन्ताको बुवालाई स्थानिय प्रशासन र प्रहरीले छोरीलाई न्याय दिने ब्यवस्था मिलाउनु पर्छ पर्छ पर्छ????,0
सुभम छेत्री गाउँले,0
आयो हजुरको दम्दार पर्स्तुती ❣️❣️🙏🙏🇳🇵,0
सुपर  रबि दाई ❤️❤️,0
अत्यन्तै राम्रो  काम रवि भाई रिडिङ एन्ड राईटिङ प्रष्ट वक्ता,0
याे अबसथा मा पनि नागरिता नपाउने कसताे कानुन हाे साथ दिनुपरेयाे रबि सर नागरिता दिलाउनु परेयाे,0
"बलात्कार गरेको प्रमाण ल्याउ भन्ने समाज हो नेपालको , छेडछाड संबेदनसिल अंगमा हातहाल्ने छुने जिस्क्याउने त सस्कार भैसक्यो",0
अतेन्तै राम्रो काम आझै राम्रो गर्दै जाओस्  भ्रष्ट चारिको नाम मेटाउन सफल होस galaxy 4k,0
रबि सर यो कार्यक्रम देखाएर मात्र  हुदैन तर दिलाएर देखाउनु होला,0
बाउ भनौदोलाइ जसरी पनि खोज्न पर्यो र नागरिकता दिलाउन पर्यो ।,0
Really ho Rabi sir अब माउवादी सकियो।म पनि हजुर जस्तै ठोकेरै भन्छु।,0
सुभम छेत्री गाउँले,0
आखा बाट नि आँसु आयो बहिनि😭,0
केपी ओली सरकारले ल्याएको नागरकिता विधेयक किन सहि थियो भन्ने कुरा बल्ल प्रमाणित हुँदै छ  ।,0
भारतियलाइ नागरिक्ता बांड्या बांडे गर्ने अनि नेपालि लाइ चाइं नदिने कस्तो सरकार हो यो !,0
पैसा खातामा थन्किएको छ अझै पनि मर्मत भएको छैन भने पछि आफ्नै गोजि बाट निकाल्नु हो भन्यो भने कहिले पनि पूरा नहुने रछ त्यो बिकट ठाउका मान्छेहरु बाट,0
"अमेरिका जस्तो विकसित देशहरूले 4-5 वर्ष उसको देशमा बस्दा विना सर्त कुनै पनि वर्ण, रङ्ग  र रुप नहेरी नागरिकता दिन्छन्, हाम्रो देशमा अाफ्नै देश भित्र जन्मिएका अाफ्नै वर्ण र भाषाभाषी भएकालाई जीवन भर बसे पनि नगरिकता दिदैनन्। नागरिकता विधेयक सच्याउन जरुरी छ।",0
यो बैनी लाई न्याय दिलाउनुपर्छ र त्यो नरपशुलाई बोरामा हालेर नारायणी नदिमा फाल्दिउ यस्मै भलो छ।।,0
आकास धर्ति एक गरेर पनि,0
समशे समधान गर्नु पर्यो रबि सर,0
पढेको सर्टिफिकेटको आधारमा पनि नागरिक्ता पाउने प्रावधान रहेको छ,0
बिदेशी ले सजिलै  नागरिकता पाउने  तर   एक अबला  नानी  ले नागरिकता  नपाउनु  बढो दुखद  हो यो  गणतन्त्र को सरकार  ले नागरिकता  बेच्छ  तर बासतबिक  नेपाली  ले नागरिकता  को लागि संघर्ष  गरनु  पर्ने,0
"घन्टा जस्जो, त्यो गाउको मान्छेलेनै फाक हन्दिनु पर्ने हो. त्यस्तो गु नै गाउँ ठाउको सेवक.खोइ के खोइ के..",0
मलाई लाग्थ्यौ मधेसी हरुलाई मात्र नेपाल सरकारले अनागरिक बनाएको छ तर हैन रहेछ धेरै नराम्रो लाग्यो उसको कहानी सुन्दा,0
राम्राे लाग्छ मलाइ रबिकाे कुराहरु कुन अामाले जन्मइदिनु भइछन  अामालाइ धन्याबाद,0
यो देशमा ठूलो दुरुपयोग बाहेक उप्रन्त केही हुने वल्ला छैन,0
नगरिकता बेच्ने बनी परिसकेका चोर  एतिकै कहाँ दिन्छ चोर हरुले ।,0
आवाज बिहिनको दरिलो आवाज रवि दाई।आज सम्मको नियमित दर्शक साउदी बाट,0
कार्यालय को घुसखाने लाई कारवाहि गर सरकार,0
अबिन्ता बैनी ले एउटा राजनीतिक दलको सदस्य लिनु भयो भने नागरिकता दिलाइ दिनेछ। जुन सिस्टम नेपालको तराईमा प्रचलित छ।,0
आमाको नामबाट नागरिकता दिन के फरक पर्यो । त्यो बेइमान बाबुको नाम जोड्नु पर्ने अनि आमाको नाममा दिन नहुने यो कस्तो कानुन हो ?  उनको अधिकार चाहियो भन्ने कुरामा सहमति छ ।,0
गणतन्त्र danger zone मा होइन अन्तिम मोड मा होला,0
"अबीन्तालाई नागरीकता दिन यत्रो सडयन्त्र ? 1 भोटको लागी नागरिकता बिक्छ मेरो देशमा ,,रबी सर ले लामो समय दिनूभयो कूरा अबिन्ताको हैन बेथीतीको हो कानून हातमा लिनेको हो सल्यूट रबी सर",0
छिट्टै नागरिकता को हक सबैले पाएको होस्,0
जिमु हरु यत्रो प्रमाण हुदाहुदै नागरिकता पाउदैनन नेपाली नागरिक ले ! इन्डियन हरु लाई  2 हजार मै नागरिकता बेच्छन् !,0
यस्ता घुस खाने कर्मचारीलाई सिधै बर्कास्था गर्नु पर्ने हो।,0
माओवादी लाई वास्तव मै कुपोषण लागेकै हो २०६३-६४ साल सम्मको माओवादी र अहिलेको दुर्गति हेर्दा उदेकलाग्दो छ निराशाजनक छ।,0
"हरेक मान्छेको समय आउँछ जुन दिन त्यो दिन प्रचण्ड  जन्मायको थियो ? तर मैमत्ता भय, गरे पछि  ऐले अरु ज्ञानेद्र , रबि, हेमराज , ज्वाला  जस्ता धेरै जन्माको छ अब को समय युवाको नयाँ  सोछ र नया युग को हो जय युवा 🇳🇵🇳🇵🇳🇵🙏",0
रवि सर हजुरले उठाउनु भएको कुरा धेरै राम्रो छ।,0
विमल पुन मगर,0
सबै पैशा मा विके प्रचण्ड लाई नहीं ढोका देई देई केपी को उखान मा लागे सबै युवा हरू रबि sir प्रचण्ड वास्तव मा सही छन् good point रवि sir,0
त्यो नरपुसक मानव लाई अहिले सम्म किन साढेजस्तो छाडा छाेडेको छ सरकार ले? हुनत सरकार  नै नपुंसकलिङ  छ त,0
देस को हुनुहार पत्र कार रबि सर हजुर लाई मेरो नमस्कार छ हजुर ले यो पत्रकारिता छोडेर   राज नितिमा आउनु र देस को सेवा गर्नु यी झोले नेता हरु लाई ठिक पार्नु हजुर भन्नू म बन्दुक बोकन तयार छु देस को लागि,0
म बारम्वार कमेण्टमा भन्ने गर्छु सरकारी सम्यन्त्र कति झुर छ । यदि प्रशासनले चाहे याे समस्या सजिलै समाधान गर्न सकिन्छ ।,0
अतिनै  राम्रो सुझाब  दिनु भयो    प्रचण्ड लाई     रबि सर  हजुर्ले       मेरो सलाम छ,0
रबि सर यो नानिलाई कसरी हुन्छ तपाईको टिमले सयोग गर्नु पर्यो यो बाउ भनौदा लाई पनि  तपाईको स्टुडियोमा  पब्लिक फेस गराईदिनु होला,0
पुलिस report गर्दा समस्याको समाधान हुन्थ्योकि😪,0
"भारतबाट आएका भारतिय नागरिकले एक दिनमै पाउंछ, तर एक नेपाली छोरीले नागरिकता नपाएको देखेर मलाइ यो राज्यको नियमम नै आगोले जलाउन पर्छ। छोरी भनेको एक महान ब्यक्ती हो ? किनकी आमा बन्नु भनेको एक ठूलो जिम्मेदारी लिने छोरी हो। छोरी रोएको देखेर मलाइ पनि रुवायो । मेरो पनि 2 छोरी मात्र हो।",0
Sir..यो programme tiktok मा पनि एक साथमा live गर्नु परो।,0
अबको चुनाव मा रवि जी आउनु पर्यो,0
दर्शन नमस्ते रबि सर म duty बाट हेरिरहेका छु साउदी अरब्🙏🙏💖💖😘😘💕💕💐🌹🌷,0
"सरकार मस्त  निन्द्रा मा छ रवि दाई, ब्यूँझाँउने कोसिस नगर्नु होला ।",0
कारण जे सुकै होस् यो राउत भन्ने बाउ नामको मान्छे फटाहा नै हो प्रहरीले तु गिरफ्तार गरेर अनुसन्धान गरेर यो छोरी लाई नागरिकता दे सरकार,0
यो सरकार लाई  के भन्नू अब त आमाको नामबाट पनि छोरा छोरिलाई नागरिकता दिन मिल्छ र पनि किन एस्तो,0
"अभिन्ता राउतको स्थिति सुन्दा आँसु नै थामिएन ! तथापि ती कुलङ्गार  ""घृणित""को निन्दा गरेपछि अधुरै रहन्छ, नेता भएपछि जे जस्तोसुकै अपराध गरेपनि हुने, अनागरिक नागरिक र नागरिकलाई अनागरिक, कालोलाई सेतो सेतोलाई कालो ? यो कस्तो देश र कस्तो कानुन कहिले सम्म एस्तै ???",0
मेरो रबि सर प्रति  सधै नमन छ 🙏🇳🇵,0
"रबिजी राजधानी भित्र रहेको ललितपुर जिल्लामा पर्नेकन्तकुना मा रहेको यातायात कार्यालयमा पनि ध्यान जाओस जय देश जय रवि,?????",0
राम्रो प्रस्तुति रबि सर,0
अलिकती ढिला भैसकेछ हेर्नलाई लो अब सुरु गरियो सिधा कुरा,0
नेपाल को नगरिकता क़ानून भएन।जन्म दर्ता गर्दा बाउ आमा को नाम नगरिकता नम्बर सहित शिशुको दर्ता गरे पछी उनी ठुलो भयो पछि स्वत उसले नगरिकता पाउनु पर्छ।किन भने बाउ आमा त नेपाली नागरिक हो नी।,0
भारतीय धोटी बिहारीले नागरिकता लिन गएको भए यो सि डि ओ ले चुपचाप सगँ नागरिकता दिएर पठाई सक्थ्यौं,0
जनता को आवज galaxy 4k कार्यक्रम सिधा कुरा,0
भारतिय नागरिक भए नागरिकता छिट्टै पाउथ्यो होला नेपाली भएकै कारण ने पाउन कठिन भयो र वडा अध्यक्ष पनि पन्छिन खोजेको हो कि जस्तो देखियो कमसेकम के हि निकस त निकाल्नु पर्यो नि जनप्रतिनिधि भएपछि,0
"सरकार 🙏,",0
अबिन्ता राउत लाई नागरिक्ता दे🤘,0
बाउ मरेको भनेर भए पनि सरकारले नागरिकका दिनुपर्छ,0
श्रीप्रसाद को छोरि अभिन्ता राउत सायद उस्को  छोरिपो होइन कि यो अभिन्ता को आमा लाई थाहा होला तर पीडित ले न्याय पाउन छिटो भन्दा छिटो,0
याे श्री पर्साद भन्ने मानिस नै कुनै नेता काे दम्ब हाेला उसै उस्ले पुलिस र गा बि स वाेडा सबै मा अाफ्नाे दम्ब देखाउने नरपसु नै रहेछन्।,0
रबि दाई यो मुजि चोर लाई यो जो सुकै होस यस्लाई छोड्नु हुदैन र यो अबिन्ता लाई नागरिकता दिलाई दिनु पर्यो रबि दाई,0
यस्तै दुख देख्दा साह्रै दुख लाग्छ तर के गर्नु केही गर्न सकिदैन,0
दमदार प्रस्तुति रबि सर,0
सलाम छ रबीसर लगायत सम्पूर्ण टिमलाई,0
सुरुको ५ मिनेट  प्रचण्डजिले  पनि सुनिदिए हुन्थो।बार बर्ष पछि त खोला नि पर्किन्छ रे  ।तर  के गर्नु मरेको आस  मात्र हो।😰,0
सरकार अविन्त रावत जस्तो नेपालकाे छाेरी मानी छिटाेमा छिटाे नागरिक दिनकाे लागि पहाल गरिवस............/,0
रबि सर नमस्कार म बिबस रसाईलि हु मेरो घर दाङ हो हाल अहिले साउदी अबर छु । सर कैलाली अर्जुन दास को घटनाको बारेमा फ़ेरि पनि बुझ्नु पर्यो सर तेहाको प्रसासण र नेपाल प्रहरी ले लापरबाही गरेको जस्तो लाक्छ।,0
होइन १८ वा २१ बर्ष पुगे पछी जन्म दर्ता प्रमाण पत्र समेत हुँदा माता पिताको जानकारी स्पष्ट देखिए पछी किन सिफारिस र साक्षी र माता पिताको साक्षी वा अनुमति चाहिने ?कानुन नागरिकको सहजताको लागि कि असुविधाको लागि ?बिबेकहिन प्रशासक र राजनीतिज्ञ,0
काङ्ग्रेस : ओलिलाइ देखाइदिनुपर्छ माओबादि: ओलिलाइ घोक्र्याउनुपर्छ माकुने: ओलिलाइ साफ पार्नुपर्छ बाबुराम: ओलिलाइ ससद्बबाटै बर्खास्त गर्नुपर्छ ओलि: समृद्धि नेपाल खुशि र सुखि नेपालि बनाउनुपर्च। फरक यहि एमाले र अरु दलमा￼,0
अब सुरु गरियो सिधा कुरा हेर्न,0
बिरोध गर्ने बिरोधि को पनि स्टिङ अप्रेसन गर्नु पर्ने भो रबि दाइ,0
रबि दाजु त्यो मान्छे को पुरानो नागरिता त्यो नानी संग रैछ अनि एक नागरिता हुदाहुदै अर्को नागरिता कसरी उपलब्ध गरेको रैछ जानकारी गर्नु होला,0
अत्यन्त सान्दर्भिक प्रोगाम।,0
त्यो बाउ भनाउदो केको नेता रहेछ त्यति कुरा पनि बाहिर ल्याईदिए त जनताले बहिष्कार गर्न पाउने थिए नि।,0
"नागरिकता भारतीयलाई बेचेर खाने देशमा नेपालीलाई किन नागरिकता दिदैंन, के बाबु छैन बेपता छ भने, आमाको नामबाट दिनु पर्छ। चोर खानेदाऊ नियम छ नेपालमा, त्यो चोर व्यक्तिलाई कार्रवाही गरी DNA test गरी नागरिकता दिन किन सकिनदैंन सरकार???",0
भारती नागरिक लाई भएको भए नागरिक्ता बेचिदिन्थियो होला नेपालीलाइ का नागिरिक्ता पाइछत,0
अभिन्ताले न्याय पाउन.... she deserve justice.....,0
हाे रै  छ हाम्रो  देश नेपाल कति राम्रो कानुन वा जाे दैनिक भारतीय लगायत दाेस्राे मुलुक को नागरिक सर्थानाथि लाई पनि त्यति कडा छैन नागरिकता पाउन यि सर्थाथिहरु ले सजिलै नागरिकता प्राप्त गर्छ आनि हाम्रो नेपाल देश को नागरिक ले नागरिकता पाउने भने धेरै गार्हाे छ आदरणीय रबि लामिछाने दाई हजुर नै हो नेपाली जनता काे अपेक्षा ब्यति॥,0
नमस्कार रवि जी सहित पुरा टिम लाइ 🇳🇵🙏🙋,0
साला कुख्याती चिन्दैन पो भन्छ ।ल ठिक छ नचिन्ने भए सम्पर्कमा आएर बोल्न । सरकार काहा छ ।,0
सरकार अभियान्ता रारुतलाइ तल्काल नागरिकता दे ।,0
कुर्सी का लागि आफ्नो छाेरा छाेरि बिर्सन छ भन्थे आज थाहा पाईयाे त्याे राउत लाई कारबाही हुनुपर्छ,0
साला नेताहरूले इन्डिया का मानिस लाई चुनाबको समयामा रातारात नागरिकता बनाइदिने अनि एउटा नेपालिलाइ नै नागरिकता दिन यति सम्म सास्ती कहिले सम्म,0
अबिन्तालाई छिटो नागरिकता दिईयोस सरकार !,0
ई अबोल छोरिको के दोस? हे प्रभु उहाँ लाई सहयोग गरौँ  नागरित्ता बनाउन सहयोग गरौ,0
"सरकार,अबियान्ता राउत हरुलाई नागरिकता दे!!!",0
छोरी जन्माए जस्को बाबु हु भन्न डराउने phata छोरी को आँसु ले कैले पनि भलो नहोस छोरी जन्माएर बाटोमा छोड्ने नालायक येस्तो बदमास लाई अंश मुद्दा पनि हाल्नुहोस नरूयौ हिम्मत नहार्नुस आफ्नो अधिकार लडेर लिनुहोस,0
यस्तो महामारी डरलाग्दो रोग मा पनि यत खेलवाड गर्ने पनि गराउने पनि हरे भगवान कति सारो आफ्नो स्वास्थ्य माथि र अरुको स्वास्थ्य माथि पनि खेलवाड गर्ने सोच दिमाग भएको  भन्ने कि नभएको 🤬🤬🤬🤬😡😡,0
प्रचण्ड लाई झस्कनु भएको मा खुसी लाग्यो सर,0
रबि सर आमाको नगरिकता बात सिधै लिन किन नपाउने भन्नेकुरा सोध्नुपर्ने थियो नि सिदियो साहाप लाई होइनर?,0
बिदेशी नागरिक आएर नागरितत मागे यो सरकारले सजिलै दिने थियो किनकी त्यहा पैसा कमाउथे,0
अबिन्ता रावत लाई नागरिकता दे सरकार । बिदेशी ईन्डियनले नेपाली नगरिकता लिगेको धेरै भेटियको छ। तर नेपालीले चै किन नदेको  र तेस्ता फटाह रावत लाई समातेर जेल हाल्नु पर्छ।,0
नागगिता काे लागि कानुन भन्दा अरु गरन पाईन्दैन तर याे केस मा चाहिँ उसले नागरिता पाउछ,0
बीदेस मा खोप संगै  नीसुल्क QRcode दीन्छ तर हाम्रो नेपाल्  मा दलाल  हरु ले खुले आम लुट्नु  लूट  मच्याका छन्  दलालले  चलाय को देश न परो,0
जवानी को बेलामा जो पायो उहीँ सङ्गै गरम पानी फाल्ने अनि त्येस बाट जन्मेकी छोरीलाई बेवास्ता गर्ने फटाहालाई भाटे कार्बाही हुन्छ कि या जसरी कसरी हुन्छ यी अबिन्ता बहिनिलाई नागरिक्ता दिलाउनै पर्छ है !,0
सरकार अबिन्ता राउतहरुलाइ नागरिकता दे✊✊✊✊✊,0
रबि दाइ 😘❤️,0
नमस्कार रबि सर्🙏🙏 आजको बिषय #पिडित अबिन्ता राउत नेपालकै नागरिक भए पनि नागरिकता पाउन नसक्नु बडो बिडमबनाको कुरा हो। कस्तो बाउ हुन यिनी यस्तो बाउ नेपालकै नमर्दा बाउ हुन आफ्नो छोरी र श्रीमतीलाई बिचल्ली पारेर भाग्ने नमर्दा बाउको जिवनमा कहिले खुसी नाअओस मरेको भए मृत्यु दर्ता गरेर नागरिकता पाइन्थ्यो।😨😨,0
सरकार  ले दिनुपर्छ अामा काे नाम बाट बाबा  किना चाहेव र अनि उस्काे नागरिक अामा सगै छ  भने सिदै मुद्दा हालिदेउ ताे पापि लाई  नानू,0
माल्पोतमा काम गर्ने सब्बै चोर भ्रष्टाचारि हरु हुन ईनिहरु सब्बैलाई खोरमा जाक्नु पर्छ,0
रबि दाइ यो भएन प्रचन्द्र ले लुतेको पैसा सरकारलाई दिने अनि जेलमा नबस्ने के भनेको यस्तो,0
मलाई त यी नेता हरु बाट कुनै  आसा छैन।न प्रचन्ड न सेरे न अरु सबै नालायक हुन ।,0
यहाँ बिदेसिले त छिन भर मै नागरिक्ता पाउछौ। अनेक भोग्ने र खेप्ने भनेकै नेपालिले हो।,0
बाउ भनौदो चै कस्तो रैछ,0
बादल पारी को गाउँ,0
भाबुक नै बनायो 😭,0
रबि सहर हजुर धन्यवाद मत गुजुरात देखि हेर्दैछु,0
Mcc को बिरोधि हाजिर हुनुस।✊✊,0
हेम राज ले भनेको 33 लाख को चेक कता छ 🤣🤣 रबि दाइ पनि हेर्दा हेर्दै राजा नै भये ।,0
देवाले के हेर्दै छन राजधानी बाट दायाँबायाँ पनि आँखा जान्छकी प्र.म ?,0
प्रचण्ड देशको लागि कोरोना भाइरस जस्तै हो।,0
के रुयेर हुन्छ कि खोज्ने कसरी 😔😭😡,0
छोरी होईन भनेर हुन्छ??,0
प्रमाणित गराऊ न त।,0
रगत हो की होईन सजीलो छ त।,0
एऊटा मान्छे को पुरै जीन्दगी छ यसरी नास गर्न मील्छ??,0
"नेता रे बाउ चाइ, चुनाब नजिकै आउदेछ नेता ज्यु।",0
अामाकाे नाम बाट नागरिक्ता तिने कुरा चाई कागजमा मात्र सिमित भयाे कि के हाे ।,0
सरकार अबिता लाई नागरिकता दे यो नर पशू लाई कारवाई गर,0
"तेस्त धोकेवाज पनि राउत हुदारहेछन,राउतहरु त तेस्ता हुदैनन् त!",0
कस्तो पापी बाबु हो।सबैलै सहयोग गर।,0
