,text,label
1105,नेपालीमा भातमारा,0
1106,थुक्क साला यस्ता धोती को birthday मा पिक हालेर wish गर्ने अस्ति मेरो जन्म दिन मा किन हालिनस,0
1107,थुक्क साला यस्ता धोती को birthday मा पिक हालेर wish गर्ने,0
1108,अस्ति मेरो जन्म दिन मा किन हालिनस,2
1109,म त नेपाली हुम यार नेपाली भन्दा धोती ठूलो तलाइ,0
1110,नेपाली भन्दा धोती ठूलो तलाइ,0
1111,Naam ni ramrari lekhna naaune le kna post halnu ho,2
1112,बर्थ डे विष भोलि दियेको भयेनी हुने रुटिने कि त बिहानै दिनु भुलिस क्या हो मुला येति बेला विष पो गर्छ,0
1113,बर्थ डे विष भोलि दियेको भयेनी हुने,0
1114,त बिहानै दिनु भुलिस क्या हो मुला येति बेला विष पो गर्छ,0
1115,याे गधाको अनुहार परेको घोडालाई पनि birthday wish गर्नु पर्ने हामीले थुक्क,0
1116,याे गधाको अनुहार परेको घोडालाई पनि birthday wish गर्नु,0
1117,आलु,2
1118,आफ्नो आमाको जन्मदिन थाहा नहुनी भुराहरुको नाटक,0
1119,भुराहरुको नाटक,0
1120,झल्लु,0
1121,chuchho manav,0
1122,xya,0
1123,hepdira k,0
1124,maile talai nachineko hora kasto xas,2
1125,aakha futaidinu parney ttero ta,0
1126,Sab modi vaiyaa ko khel,2
1127,यिनिहरुको भ्रष्टाचार,2
1128,धार्मिक अतिवाद विरुद्धको आक्रमण हो,0
1129,राष्ट्रको अहितमा काम गर्ने राष्ट्रघाती हरुलाई सिधै ठोक्ने बेला हो,0
1130,राष्ट्रको अहितमा काम गर्ने,0
1131,राष्ट्रघाती हरुलाई सिधै ठोक्ने बेला हो,0
1132,कुकुर लाई बिच रोडमा ल्यायेर मारनु प्रछ,0
1133,बिच रोडमा ल्यायेर मारनु प्रछ,0
1134,CHOR FATA,0
1135,Sala kutta goli thok hunxa,0
1136,Bhattarai Daka ho,0
1137,ko ho yo fatta,0
1138,नेपाली कांग्रेस सुतेको सुतैछ,0
1139,अनुहार हेरे पनि लोद्दर लाग्छ यो बिदेशी हरु को पाल्तु कुकुर को,0
1140,सबै पाटिका 60 काटेका सबै नेतालाई बरखास्त गनुँ पछँ,0
1141,सबै नेतालाई बरखास्त गनुँ पछँ,0
1142,"तिमीहरू कै बाटोमा छन् डबल नेकपा मिलेर लुट् अनि खाउ देशको मुटु कलेजो,हजार पुस्ता सम्म देश र माटोको अासुको भार बोक्नेछ तिमीहरूको पुस्ताले",0
1143,तिमीहरू कै बाटोमा छन्,2
1144,डबल नेकपा मिलेर लुट् अनि खाउ देशको मुटु कलेजो,0
1145,माटोको अासुको भार बोक्नेछ तिमीहरूको पुस्ताले,2
1146,मुखमा घाँस हालेको छ अनि के बोल्ने त,0
1147,मुखमा घाँस हालेको छ,0
1148,अनि के बोल्ने त,0
1149,उ आफैले घाँस खाएर बहुलाएको बेला अरुलाई के प्रश्न गरेको,0
1150,अरुलाई के प्रश्न गरेको,0
1151,Gadha bacha gadha nai huncha tyaisaile tyo saale gadha nai ho,0
1152,Gadha bacha gadha nai huncha tyaisaile,0
1153,tyo saale gadha nai ho,0
1154,Tyo vate Bhattarai lai k chetana vaya vane aba sarkar le sajaye nadiye janata le talai fasi dinexan chetana vaya,0
1155,Tyo vate Bhattarai lai k chetana vaya vane,0
1156,यो सबै भन्दा फटा देशद्रोही हो,0
1157,धार्मिक अतिवाद विरुद्धको आक्रमण हो,0
1158,thekka leko xu,0
1159,Pu is no pokhara university. Itz actually means Pakhe university,0
1160,Itz actually means Pakhe university,0
1161,Pu is no pokhara university.,2
1162,आमा माया,0
1163,दशै आउनु भनेको कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो,2
1164,ज्यानको बाजि चल्दै छ यहाँ,0
1165,Mc ko ho tyesto garne chai mug lai jhapa ko kakarvitta vane thaw pothaedinuna haju,0
1166,कानुन नै छैन नेपाल मा,0
1167,कानुन नै छैन,0
1168,थुक्न मन लाग्छ नेता अनि सरकार लाई,0
1169,थुक्न मन लाग्छ,0
1170,पुरुष भनेर ठाडो शिर बनाएर हिड्नु नि गार्हो यि पृथिवी को भार हरुले गर्दा,0
1171,पुरुष भनेर ठाडो शिर बनाएर हिड्नु नि गार्हो,0
1172,ि पृथिवी को भार हरुले गर्दा,0
1173,नारिको सुन्दरतामा आखा लगाउने त्यो पापीलाइ मृत्यु पछि नि आत्मा पोलिरहोस,0
1174,्यो पापीलाइ मृत्यु पछि नि आत्मा पोलिरहोस,0
1175,Dhoti should nt cross their limit,0
1176,बुडिमाथी चड्या जस्तो सजिलो हुन्छ र मेरो देश को हिमाल चड्न,0
1177,बुडिमाथी चड्या जस्तो सजिलो हुन्छ,0
1178,मेरो देश को हिमाल चड्न,2
1179,रेलको पट्रीमा हगे जस्तो सजिलो हुन्छ र मेरो देशको हिमाल चड्न,0
1180,रेलको पट्रीमा हगे जस्तो सजिलो हुन्छ,0
1181,हिमाल चढ्नु भन्दै पान बेच्नको लागि हिमालमा गयो होला साले भेले,0
1182,अनि एक जाना कसरी Missing भयेछ त यार सेतो हिमालमा कालो मुन्छे सर्लक्कै देख्नु पर्ने हो त,0
1183,अनि एक जाना कसरी Missing भयेछ त,2
1184,यार सेतो हिमालमा कालो मुन्छे सर्लक्कै देख्नु पर्ने हो त,0
1185,Mula dhoti Rip,0
1186,Bichara Dhotiharu,0
1187,Ek jana dhoti kasari missing vayo thyo pani himal maaa,0
1188,Ek jana dhoti kasari missing vayo,0
1189,Tyo budo ley lukera hereko her na tya,2
1190,खुलेआम मेरो X लाई यसरी पर्किन पाहिदैन,2
1191,यसरी पर्किन पाहिदैन,0
1192,मुटु चाही हो  आफु त सर्प भनेपछी ** बाट धुवाँ निस्किन्छ,2
1193,सर्प भनेपछी ** बाट धुवाँ निस्किन्छ,0
1194,And what about protecting snakes from people?,2
1195,protecting snakes from people,0
1196,Music: am I a joke to you,2
1197,तेरि मा चिनी चिया पत्ती,0
1198,हेर नागा अब सुतेको उठेको हगेको पोस्ट गर,2
1199,राम्री केटि त देख्नै हुन्न अनेकथरी कुरा आउँछ,2
1200,राम्री केटि त देख्नै,0
1201,जे होस बौद्धबासिले देखाए चुतिया सरकारलाई,0
1202,चुतिया सरकारलाई,0
1203,"जुम्लाका मालपोत अधिकृत जुम्लाको गुठिचौर गाउँपालिका-४ बाउलीगाउँका गोविन्दप्रसाद न्यौपाने बालुवाटार भन्दा दोब्बर ५९० रोपनी सरकारी जग्गा श्रीमती, छोरी र १४ जना नातागोताको नाममा पास गराएको पाइएको छ। हाल सेवा निवृत्त न्यौपानेले सेवामा रहँदा २०६६ सालमा गुठिचौरस्थित राष्ट्रिय भेडाबाख्रा अनुसन्धान फार्मको जग्गा आफ्नो नाममा गराएका थिए ।",2
1204,जुम्लाका मालपोत अधिकृत,2
1205,"जुम्लाको गुठिचौर गाउँपालिका-४ बाउलीगाउँका गोविन्दप्रसाद न्यौपाने बालुवाटार भन्दा दोब्बर ५९० रोपनी सरकारी जग्गा श्रीमती, छोरी र १४ जना नातागोताको नाममा पास गराएको पाइएको छ",2
1206,हाल सेवा निवृत्त न्यौपानेले सेवामा रहँदा २०६६ सालमा गुठिचौरस्थित राष्ट्रिय भेडाबाख्रा अनुसन्धान फार्मको जग्गा आफ्नो नाममा गराएका थिए ,2
1207,"Development ko lagi pani andolan nai garnu parne, Hait,",0
1208,andolan nai garnu parne,0
1209,नेपालमा बिकासकाे कामले गतिलिएन भने बाैध्दकाे जस्तै गरी नारा जुलुस र ढुङ्गा मुडाले बाटो बन्द गरेमात्र काम हुने रहेछ ।,0
1210,जुलुस र ढुङ्गा मुडाले बाटो बन्द गरेमात्र काम हुने रहेछ,0
1211,आन्दोलन गर्ने जनता Tax तिर्ने जनता अनि भुत्रा धन्यवाद सरकार,0
1212,आन्दोलन गर्ने जनता Tax तिर्ने जनता,1
1213,बिकासको लागि आन्दोलन गर्नु पर्छ भन्ने सिकायो बौद्ध बासिन्दाले,2
1214,बिकासको लागि आन्दोलन गर्नु पर्छ,1
1215,हाहा  टायर नबाली समृद्दी नआउने रहिछ अझै,2
1216,समृद्दी नआउने रहिछ अझै,0
1217,न्यायको आवाज हराउदौ गयो म त सझाउन मात्र आएको हो एउटि निर्मला त हराइ गइन तर याद राख तिम्रो मेरो घरमा एउटि निर्मला छिन  सरकार न्याय देउ,2
1218,न्यायको आवाज हराउदौ गयो ,0
1219,उटि निर्मला त हराइ गइन,0
1220,न्यायको आवाज हराउदौ गयो म त सझाउन मात्र आएको हो,1
1221,याद राख तिम्रो मेरो घरमा एउटि निर्मला छिन,2
1222,सरकार न्याय देउ,0
1223,Aapey Australia navaan vaneko haina astiko postma,2
1224,अनी आजको भाडा चाई को ले माझ्छ त सबै जना नेपाली जात्रै जात्रा हेर्न आए सी,0
1225,अनी आजको भाडा चाई को ले माझ्छ त,2
1226,सबै जना नेपाली जात्रै जात्रा हेर्न आए सी,2
1227,Wow ghanta jasto post thanks for sharing,0
1228,ghanta jasto post,2
1229,हामी नेपाल मा हुनेले हेर्न पायका छैनम अष्ट्रेलिया वालाले हेरिसके,2
1230,हामी नेपाल मा हुनेले हेर्न पायका छैनम,2
1231,अष्ट्रेलिया वालाले हेरिसके,2
1232,J vaney ni nepal is garib desh,0
1233,तिमी बिना बाच्दिन भन्थी अहिले भुत सङ्ग टासिएर जात्रा हेर्दै रहिछ निधेनी ले,0
1234,तिमी बिना बाच्दिन भन्थी,1
1235,हिले भुत सङ्ग टासिएर जात्रा हेर्दै रहिछ निधेनी ले,0
1236,लुट्न जाम त म,0
1237,Aba kp suddo le pheri gf lai pherii arko gift dine vhayo,0
1238,bike पछाडी राखेर बिदेश जानेका बुढीहरु डुलाउन कम्ता रमाईलो हुने थिएन ........ यो नामर्द सरकारले यती नियम पनी ल्याउन सकेन,0
1239,bike पछाडी राखेर बिदेश जानेका बुढीहरु डुलाउन कम्ता रमाईलो हुने थिएन ,0
1240,यो नामर्द सरकारले यती नियम पनी ल्याउन सकेन,0
1241,अरे Joke चलेछ के नेपाल मा??? नेपाली जनता जोक सुन्दैछन येस्तो पनि देश बनाउनी नेता पुलिश रे थुक्क येति त भन्न पाइन्छ होला पुलिश ले थुन्दैन,0
1242,अरे Joke चलेछ के नेपाल मा???,1
1243,नेपाली जनता जोक सुन्दैछन,2
1244,येति त भन्न पाइन्छ होला पुलिश ले थुन्दैन,2
1245,Hamlet shop is feeling sad with nepal government and 38 others,0
1246,Hamlet shop is feeling sad ,0
1247,Nepal government gonna mad,0
1248,"गाई, गोरु, भैँसी,उँट को मासु खाने दिन छिटै आउँदैछ।",2
1249,मासु खाने दिन छिटै आउँदैछ।,1
1250,हामिलाई बाल नेपाल छोडी जानू र श्रीमती पोइल जानू एउटै होइन,0
1251,नेपाल छोडी जानू र श्रीमती पोइल जानू एउटै होइन,0
1252,यो झारे नेपाली हैन नेपाल को नागरिकता त्याग्ने जति सबै झारे लाग्छ्,0
1253,यो झारे नेपाली हैन,0
1254,नागरिकता त्याग्ने जति सबै झारे लाग्छ्,0
1255,बिध्यासुन्दर शाक्यले जस्तै गरि काम गरेर देखाएर नेपाल को नाम राख्नु!!शुभकामना सम्धि,1
1256,नेपाल को नाम राख्नु,1
1257,म खुसी छैन,0
1258,"नेपालमा मेयर उपमेयर, प्रधानमन्त्री हुन त ८ फेल हुनुपर्छ ।",0
1259,प्रधानमन्त्री हुन त ८ फेल हुनुपर्छ ।,0
1260,"मुलाहरुले playstore bata altimeter download गरेर गएको भए height थाहा भैहाल्थ्यो, बेकारमा यत्रो खर्च गरेछन्",0
1261,मुलाहरुले playstore bata altimeter download गरेर गएको भए height थाहा भैहाल्थ्यो,0
1262,बेकारमा यत्रो खर्च गरेछन्,0
1263,बल्ल बल्ल हिमाल चढ्न पा हुन  खुशीको साथ जोस जागर चलेर मात्रै हो... नत्र त्यस्तै कुनै ठाउ कालो पत्रे बनाउनु पर्ने भए अल्छी गरेर कति समय लाइदिन्थे,1
1264,बल्ल बल्ल हिमाल चढ्न पा हुन  खुशीको साथ जोस जागर चलेर मात्रै हो...,1
1265,नत्र त्यस्तै कुनै ठाउ कालो पत्रे बनाउनु पर्ने भए अल्छी गरेर कति समय लाइदिन्थे,0
1266,"Aba Everest ko height ghatera record garney bho ,paisa khako cha tyo ghosiya napi bibhag ley",0
1267,Aba Everest ko height ghatera record garney bho,2
1268,aisa khako cha tyo ghosiya napi bibhag ley,0
1269,"त्यो टुप्पोको कति आना जग्गा कोकोस्ले आआफ्नो नामसारी गरेर आउने भए, कमाउनिष्ट सरकार",0
1270,त्यो टुप्पोको कति आना जग्गा कोकोस्ले आआफ्नो नामसारी गरेर आउने भए,0
1271,कमाउनिष्ट सरकार,2
1272,सबै भन्दा झुटो बोल्ने गीत हो यो,0
1273,झुटो बोल्ने गीत हो,0
1274,छिनको छिनमै झुट बोल्दिने तरिका हो,0
1275,छिनको छिनमै झुट बोल्दिने,0
1276,खल्तिमा भएको हात्ती उडेर सुढ मात्र झुन्डिराखेको रैछ त,2
1277,सुढ मात्र झुन्डिराखेको रैछ त,2
1278,अरु भन्या त्यस्तै हो सुत्ने बेला प्याट प्याट पार्न पाउने मुजि नि भाग्यमानी नै हो,2
1279,कता हो भाइ आज दुलो भेटियो रेन्त ,2
1280,अब त झन केटि देख्यो कि बिस्वास नई मर्यो,0
1281,बिस्वास नई मर्यो,0
1282,मुटु माथी ढुङ्गा राखी हास्नु पर्या छ,0
1283,हास्नु पर्या छ,1
1284,कयौंको घरमा खाना नपाक्न सक्छ,2
1285,खाना नपाक्न सक्छ,0
1286,अर्काको प्रगति नसुनाइराख भन्या हैन मैले,0
1287,नसुनाइराख भन्या हैन मैले,2
1288,खाना खाने बेला किचकिच गरे,0
1289,कस्ता कार्यकर्ता पालेको बिप्लपले सालेहरु एउटा बम पनि राम्रो सङ्ग लान सक्दैनन्,0
1290,कस्ता कार्यकर्ता पालेको बिप्लपले,0
1291,सालेहरु एउटा बम पनि राम्रो सङ्ग लान सक्दैनन्,0
1292,Amamamamama kati hau chatak pani biplav ji ko,0
1293,थुक्क जाठा बिस्तारै लानु पर्दैन गाडिमा हल्लेर पड्केको होला,0
1294,थुक्क जाठा बिस्तारै लानु पर्दैन,0
1295,गाडिमा हल्लेर पड्केको होला,2
1296," भोलि, तेरो स्कुल, कलेज र अफिस बिदा छैन भने।बिहानै गेटमा गएर प्रेसर कुकर राखिदे। अनि, दिन भरी सुतेर बस्लास।",0
1297,"भोलि, तेरो स्कुल, कलेज र अफिस बिदा छैन भने।बिहानै गेटमा गएर प्रेसर कुकर राखिदे।",0
1298,दिन भरी सुतेर बस्लास।,1
1299,कि सुक ढुङ्गा मा थुकेर गरिन्छ सिक्का मा हैन।।।थेउरी नै थाहा नभएको ले एक्सपेरिमेन्ट को धाक दिन्छ साला ।,0
1300,कि सुक ढुङ्गा मा थुकेर गरिन्छ सिक्का मा हैन।।,2
1301,।थेउरी नै थाहा नभएको ले एक्सपेरिमेन्ट को धाक दिन्छ साला,0
1302,हामी जनता लास्त रिसाउछौ तिमिसङ फेरि,0
1303,अरु कुरा कुन कुन कुरा चाहिँ ब्यान गर्छौ हे डाम्ना हो,2
1304,अरु कुरा कुन कुन कुरा चाहिँ ब्यान गर्छौ,2
1305,डाम्ना हो,0
1306,चाक मा बुद्धि भको मान्छे हरु को लागि होला,0
1307,चाक मा बुद्धि भको,0
1308,ए बाबु तिमि यस्ता बकमफुसे अपडेट भन्दै पोष्ट नगर के । समाचार पोष्ट गर्न लाई हजारौ मिडिया छन ।,0
1309,ए बाबु तिमि यस्ता बकमफुसे अपडेट भन्दै पोष्ट नगर के ,0
1310,समाचार पोष्ट गर्न लाई हजारौ मिडिया छन ।,2
1311,तर तिम्रा ति नमिठा अस्विकार्ले,0
1312,नमिठा अस्विकार्ले,0
1313,तिमी भन्दा निकै पर.. ल्यैपुरायो,2
1314,त्यो समझना जहाँ तिमी घरी घरी आउछेउ अनि जिस्क्यायर जान्छेउ,0
1315,त्यो समझना जहाँ तिमी घरी घरी आउछेउ,0
1316,अनि जिस्क्यायर जान्छेउ,0
1317,अनी अर्को सपना जहाँ तिमी घरी घरी आउछेउ अनि झस्क्यायर जान्छेउ,0
1318,अनि झस्क्यायर जान्छेउ,0
1319,अनी अर्को सपना,2
1320,किनकी दुबैमा तिम्रो नमिठो उपस्थिती छ,0
1321,तिम्रो नमिठो उपस्थिती छ,0
1322,तेही उपस्थिती ले समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |,0
1323,समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |,0
1324,"सपना अनि समझना, सुन्दा फरक छन तर तर, मेरो जिवनमा दुबैले यौटै अर्थ राख्छ, त्यो समझना जहाँ तिमी घरी घरी आउछेउ अनि जिस्क्यायर जान्छेउ अनी अर्को सपना जहाँ तिमी घरी घरी आउछेउ अनि झस्क्यायर जान्छेउ जिवनका दुइ भिन्न पाटा आज यौटै भयका छन किनकी दुबैमा म्रो नमिठो उपस्थिती छ र तेही उपस्थिती ले समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |",0
1325,"तिमीलाई सधैं अगाडि राखन मन थियो आँखा भन्दा अगाडि, मन भन्दा अगाडि, अनी जीवन भन्दा अगाडि, तर तिम्रा ति नमिठा अस्विकार्ले  तिमी भन्दा निकै पर.. ल्यैपुरायो तेसैले त तिम्रो नामको पहिले अक्षर मात्र अगाडि राख्न पायको छु।",2
1326,तिमीलाई सधैं अगाडि राखन मन थियो,0
1327,मेरो मोबाईल ले काम गरेको छैन,0
1328,काम गरेको छैन,0
1329,के तपाईं DFLP को बारेमा अलिकति बन्न सक्नुहुन्छ?,2
1330,यो सामान नेपालमा भरि उपलब्ध हुनुपर्छ ।,2
1331,यसको मूल्य कति ?,2
1332,मूल्य कृपया,2
1333,ब्रिज मेकअप गर्नको लागि सबै सामान पाइन्छ,2
1334,"पीपी मलाई यो चाहिन्छ, म यो कसरी प्राप्त गर्न सक्छु?",2
1335,पीपी मलाई यो चाहिन्छ,1
1336,म यो कसरी प्राप्त गर्न सक्छु?,2
1337,यो अफर कति दिनसम्म हुनेछ,2
1338,कति हो मिलाएर ?,2
1339,मैले यो मेरो  पति र चाचालाई क्रिसमस उपहारको रूपमा दिए,1
1340,मैले मेरो फायर एचडीलाई 8 दुई हप्तामा गरेको छु र म यो मनपरौछु,1
1341,म यो मनपरौछु,1
1342,मैले मेरो फायर एचडीलाई 8 दुई हप्तामा गरेको छु,2
1343,मैले यो मेरो  छोरीको लागि किनेको थिएँ जब मैले भेट्टाएकी छु,2
1344,मैले यो मेरो  छोरीको लागि किनेको थिएँ,2
1345,ैले भेट्टाएकी छु,2
1346,खोइ त कुपन नैइ एसेप्ट गर्दैन त,0
1347,खोइ त,2
1348,तपाईंले नेपालका चुनिंदा शहरहरूलाई डेलिभरी गरेर सबै नेपालमा वितरण गर्छै किन भन्नहुन्छ कृपया जनतालाई भ्रमा नपार्नुहोस्,2
1349,तपाईंले नेपालका चुनिंदा शहरहरूलाई डेलिभरी गरेर सबै नेपालमा वितरण गर्छै,2
1350,कृपया जनतालाई भ्रमा नपार्नुहोस्,1
1351,मलाई जरुरी कुरा सबै गर्दछ,2
1352,जरुरी कुरा,2
1353,ज्येष्ठ नागरिक परिवारका मार्गदशक व्यक्तित्व हुन्,1
1354,Mailey kineko saman paye,2
1355,kineko saman paye,2
1356,सेवा दिन को लागि आझै धेरै नै कुरा सुधार गर्न पर्ने छ,2
1357,आझै धेरै नै कुरा सुधार गर्न पर्ने छ,2
1358,दिनु भएको सुबिधा धेरै नराम्रो पनि होइन,2
1359,ेरै नराम्रो पनि होइन,2
1360,नेपाल एक कृषि देश हो,2
1361,एक कृषि देश हो,2
1362,म विरामी महसुस गर्दैछु,2
1363,म खेल मनोरञ्जनको लागि खेल्छु,2
1364,मनोरञ्जनको लागि खेल्छु,2
1365,म तिमीलाई मन पराउछु,1
1366,रोजगारीको लागि नेपाल राम्रो छैन,0
1367, नेपाल राम्रो छैन,0
1368,सरकारले कृषिलाई ध्यान दिनुपर्छ,1
1369,ध्यान दिनुपर्छ,1
1370,म अस्पताल जान्छु,2
1371,हामीले बढी रूख रोप्नुपर्छ,1
1372,रूख रोप्नुपर्छ,1
1373,मलाई औषधि दिनुपर्छ,2
1374,सरकारले कृषिलाई ध्यान दिनुपर्छ,1
1375,कृषिलाई ध्यान दिनुपर्छ,1
1376,म अस्पताल जान्छु,2
1377,People don't have trust on online payment.,0
1378,trust on online payment.,1
1379,कस्तो दु:ख लाग्दो प्रकृया,0
1380,दु:ख लाग्दो,0
1381,तिमी मसँग जिस्किदै छौ,2
1382,seven semester ma pugiyo,2
1383,Kathmandu ko sabai dhulo le matra 2 ota sahara desert banchha,2
1384,बिरामी भइयो अब भोलि जानू पर्ला,2
1385,"आगो त नामले बदनाम छ,मान्छेहरु मेरो मुस्कानले जल्दैछन रे",2
1386,आगो त नामले बदनाम छ,2
1387,मान्छेहरु मेरो मुस्कानले जल्दैछन रे,0
1388,कच्चि बाटो पानी परे हिलो घाम लागेसी धूलो,2
1389,पानी परे हिलो,2
1390,घाम लागेसी धूलो,2
1391,भ्रष्टाचारि नेता साफ गर्ने कुनै साधन बनाए ल्याए,0
1392,पैसा बढ्दै गयाे,2
1393,घरका छानाेले अाकाश छुन लागे,2
1394,दिनहुँ खाईने भाेजनमा पनि अनेकौं परिकारहरु अाउन थाले,2
1395,अनेकौं परिकारहरु अाउन थाले,2
1396,धोती को देश नबनोस सगरमाथा को देश बनोस शुभकामना,2
1397,धोती को देश नबनोस,0
1398,सगरमाथा को देश बनोस शुभकामना,1
1399,अाज मान्छे सँग अथाह पैसा र सम्पत्ति छ तर मनमा काडा छ,1
1400,मनमा काडा छ,2
1401,अाज मान्छे सँग अथाह पैसा र सम्पत्ति छ,2
1402,बेरोजगार हरुको काम खोस्ने मेसिन आएछ बल्ल  कम्ता नाटक देखिन काठमाडौं मा फोहोर सफा गर्दै हिड्ने हरु,0
1403,बेरोजगार हरुको काम खोस्ने मेसिन आएछ बल्ल,0
1404,कम्ता नाटक देखिन काठमाडौं मा फोहोर सफा गर्दै हिड्ने हरु,0
1405,राति सफा गर्छ दिनभरि खनेर धुलाे बनाउछ घण्टा सफा हाेस,0
1406,ाति सफा गर्छ,0
1407,दिनभरि खनेर धुलाे बनाउछ घण्टा सफा हाेस,2
1408,हाम्रो तिर चै कहिले आउछ,2
1409,गेरन्डि हस्पिटलमा छ,2
1410,तर म टाढा छु,2
1411,भुगोल पार्क मा गरिएको रगत डोनेसन चाहिँ कता जान्छ,2
1412,बाउले माया गरेर भात ख्वाइदिँदा बटारिने छोरी boyfriend ले pills ख्वाइदिँदा घुटुक्क निल्छे,2
1413,आमाले छोरी मलाई सन्चो छैन बजार सम्म गएर सब्जी लिएर अाइजा न भन्दा रिसाउने छोरी राती बाह्र एक बजे सम्म आयो हान्दे  लुकेर है लुकेर  त्यता हैन अली तल तल  कस्तो ठाउमै मै हान्देको blood नै blood भयो भन्दै PUBG खेल्छन ,2
1414,आमाले छोरी मलाई सन्चो छैन बजार सम्म गएर सब्जी लिएर अाइजा न भन्दा रिसाउने छोरी,0
1415,राती बाह्र एक बजे सम्म आयो हान्दे  लुकेर है लुकेर  त्यता हैन अली तल तल  कस्तो ठाउमै मै हान्देको blood नै blood भयो भन्दै PUBG खेल्छन,2
1416,मनपरि नबोलौँ भन्छु साला यस्तै पोष्ट देखेपछि दिमाग तातिन्छ,2
1417,मनपरि नबोलौँ भन्छु साला,0
1418,यस्तै पोष्ट देखेपछि दिमाग तातिन्छ,0
1419,पढ् केटा हो पढ्के टीले नम्बर देली तर मास्टर ले दिँदैन,2
1420,पढ् केटा हो,1
1421,मास्टर ले दिँदैन,0
1422,यदि गाडी हिँड्ने बाटोमा पार्किङ्ग गरेर राखेको उठाउन मिल्छ भने सर्वसाधारण जनताको बाटो छेकेर हिद्नै नमिल्नेगरी राखिएका यी जस्ता धेरै किन समात्न नमिल्ने,2
1423,गाडी हिँड्ने बाटोमा पार्किङ्ग गरेर राखेको उठाउन मिल्छ,1
1424,सर्वसाधारण जनताको बाटो छेकेर हिद्नै नमिल्नेगरी राखिएका यी जस्ता धेरै किन समात्न नमिल्ने,2
1425,जनताको बाटो छेकेर हिद्नै नमिल्नेगरी राखिएका,0
1426,हैन त्यो तीन फिट जती जमिन ढाक्ने पानीपुरिको साईकल लेर जानू भन्दा तीनसय  मिटर जमिन ढाकेको फोहोर को डङ्गुर उठा बिच बाटोमा जोगिको लट्टा जस्तो तार गुजुल्टेको बत्तिको जुन पोल ठड्यायेको हुन्छनी त्यो हटा,2
1427,हैन त्यो तीन फिट जती जमिन ढाक्ने पानीपुरिको साईकल लेर जानू भन्दा तीनसय  मिटर जमिन ढाकेको फोहोर को डङ्गुर उठा,2
1428,तस्बिर मा देखेको कुरालाई सरासर अन्याय भयेको ठहर गरे मैले चै,2
1429,अन्याय भयेको ठहर गरे मैले चै,0
1430,अहिले नगरपालिकाको कर्मचारीले यसरी गाडा उठाउँछ अनी बेलुका उस्कै छोरी चट्पटे खोज्दै त्यै फुटपाथमा जान्छे,2
1431,अहिले नगरपालिकाको कर्मचारीले यसरी गाडा उठाउँछ,2
1432,बेलुका उस्कै छोरी चट्पटे खोज्दै त्यै फुटपाथमा जान्छे,2
1433,अव्यवस्थित रुपमा पार्किङ गरिएका हुन्डाई किया मित्सुविसी टोयोटा टाटा इत्यादीका रातो प्लेटका गाडी हरुलाई न त ट्राफिकले आँखा लगाउँछन महानगरपालिकाले नै,2
1434,मारमा पर्नेहरु सधैं गरिब र लाटासोझाहरु नै हुन्,1
1435,मारमा पर्नेहरु सधैं गरिब,2
1436,सबैजनाले यो देख्ने बित्तिकै लब रियाक्ट वा लाईक गर्नुहोला,1
1437,लब रियाक्ट वा लाईक गर्नुहोला,1
1438,डिग्री पढेकाहरु कोरिया जान फारम भर्दैछन,0
1439,कोरिया जान फारम भर्दैछन,2
1440,शहर को बेथा गाउ मा के थाहा गाउ को बेथा हामी लाई के थाहा,2
1441,शहर को बेथा गाउ मा के,2
1442,कडा जवाफ पो आयो त साङ्लो बोरो,2
1443,साङ्लो बोरो,2
1444,मलाई जस्तो हालमा छोड़ेकि थीइन त्याहि हाल उनको भयो भने एस मलाई थाहा छ त्यस्तो बेला कस्को साथ चाहिंछ भने,2
1445,मलाई जस्तो हालमा छोड़ेकि थीइन त्याहि हाल उनको भयो,0
1446,एस मलाई थाहा छ त्यस्तो बेला कस्को साथ चाहिंछ भने,0
1447,यो बेमौसमी झरी र मेरो Love एउटै एउटै लाग्छ पर्ला पर्ला जस्तो गर्नी तर नपर्नि,2
1448,यो बेमौसमी झरी र मेरो Love एउटै एउटै,1
1449,पर्ला पर्ला जस्तो गर्नी तर नपर्नि,0
1450,त्यो बेला दाहिने हात मात्र सिपालु थियो ऐले दाहिने देब्रे दुबै सिपालु छन,2
1451,त्यो बेला दाहिने हात मात्र सिपालु थियो,2
1452,ऐले दाहिने देब्रे दुबै सिपालु छन,2
1453,अनि जाडोमा हिटर किन्नेकी बिहे गर्ने भनेर बाउले सोध्यो भने के भन्छौनी,2
1454,अनि जाडोमा हिटर किन्नेकी बिहे गर्ने,2
1455,सोध्यो भने के भन्छौनी,2
1456,गौतम बुद्ध अन्तरास्ट्रिय रंगशाला निर्माण सहयोग का लागि यस हाम्रो पोखरा फेसबुक ग्रुपले आर्थिक संकलन कार्यक्रमको आयोजना गरेको छ,1
1457,आर्थिक संकलन कार्यक्रमको आयोजना गरेको छ,2
1458,वश पहिलो म्यासेज तिमी गरिदेउ,2
1459,तिमी गरिदेउ,2
1460,त्यही भएर Slc फेल भएर मेरो त पहिले नै बिहे भईसक्यो,2
